0.5	entity_gap_brief	1	3s
1	refresh	1	3s
2	fresh_eyes	1	3s
4	cohesion	1	3s
4.1	perspective_snapshot	0	0s
4.2	perspective_evidence	1	3s
4.3	perspective_packet_gate	1	0s
5	editor_pass	1	3s
6	enrich_frontmatter	1	3s
6.5	lint	1	0s
6.6	quality_report	0	0s
6.7	source_audit	1	0s
6.8	same_type_similarity	1	0s
7	grade	1	3s
