research	research	0	1334s
draft	draft	0	1120s
review-subject	review	0	399s
review-fan	review	0	435s
review-critic	review	0	417s
review-unfamiliar	review	0	266s
review-enneagram	review	0	352s
review-future	review	0	312s
edit	edit	1	1497s
edit	edit	0	2185s
verify-edit	verify	0	956s
repair	edit	0	1005s
verify-repair	verify	1	460s
