queue_id,published_at,platform,live_url,views_24h,likes_24h,comments_24h,saves_24h,shares_24h,profile_actions_24h,link_taps_24h,views_7d,likes_7d,comments_7d,saves_7d,shares_7d,profile_actions_7d,link_taps_7d,lesson
ig-robert-greene-lore,2026-08-02,instagram,,8,1,,,,,,,,,,,,,"Carousel distribution was minimal at 24h; compare the 7-day result with native Reels before changing the creative."
