research	research	0	1095s
draft	draft	0	1563s
review-subject	review	0	303s
review-fan	review	0	582s
review-critic	review	0	369s
review-unfamiliar	review	0	294s
review-enneagram	review	0	402s
review-future	review	0	353s
edit	edit	0	1891s
verify-edit	verify	0	1026s
repair	edit	0	993s
verify-repair	verify	0	1022s
